Pair,p-value
DLR-CHRW,0.020669746470603517
WRB-BKNG,0.02068831207999245
DOV-AMGN,0.02069607678669314
FTNT-RJF,0.020713746799163536
EBAY-ATO,0.020715338103085183
DUK-LYV,0.02071884588050159
PNC-IDXX,0.020727673264954997
EW-POOL,0.02073508771587285
CEG-UPS,0.02073673308742203
HUBB-SNPS,0.020747787337545016
ROK-DVA,0.020755884657739764
PG-CI,0.020769536488985694
TDY-SCHW,0.020789464207039723
ITW-ULTA,0.02079424418018386
GL-PNW,0.02080705119667824
SO-MAR,0.020807190388120265
WST-WAT,0.020809108767788485
LEN-ERIE,0.020814094436584704
TSLA-MET,0.020814135202793658
CMG-ACGL,0.020815306657114924
MTB-GEN,0.020821456389005958
MSFT-CDNS,0.020841233905605258
CI-XEL,0.020854785069427353
TGT-HUM,0.020867646012650443
UPS-CNC,0.02088574529763905
JBL-TPL,0.020889148286342078
PAYX-SYK,0.02089237989648342
CINF-LRCX,0.020906532085637725
ERIE-AMGN,0.02091783478231893
MCHP-TDY,0.020920048706495626
VMC-SPGI,0.0209363490834075
NDAQ-PEG,0.02093695623022336
MU-CRWD,0.020944875081838323
COIN-EBAY,0.020949562291649623
UPS-EL,0.020953329044673497
NOC-AME,0.020956376277380534
DGX-ACN,0.020973265663036263
AFL-DRI,0.020979492507744748
XEL-SYY,0.020981332480503333
DUK-DLTR,0.02098294234257806
EXR-CHD,0.020986006813876176
SYY-CPT,0.02098634892207207
AFL-MPC,0.020988429255888594
FDX-FDS,0.020990803550563836
QCOM-UNP,0.021000836794025524
ERIE-FDS,0.02100822031134567
WEC-IEX,0.021017220396608884
AAPL-SHW,0.02101744335943317
EBAY-DVA,0.021019536547156787
EFX-CDW,0.02102255508974573
BAC-ALLE,0.02103643858221979
WAT-CPT,0.021043952201648907
COR-TJX,0.021052238019064553
DHI-LYV,0.021055528378718137
APO-BSX,0.0210743975191613
PGR-COF,0.021081294234885216
AON-CPRT,0.021089389563650536
CEG-WAB,0.02108965042417921
AMT-TROW,0.021090873204134154
ORCL-APO,0.021092979770011483
PEG-VRTX,0.021093463005969842
DPZ-SCHW,0.021111489682043294
SQ-ALGN,0.0211203251651996
USB-FIS,0.021126591062205317
ULTA-TXT,0.02112774014134869
GPN-KMX,0.021134268157778288
ROL-QCOM,0.021137098534759476
DOV-DE,0.02113847809404368
LMT-MTD,0.021142840885948526
CCI-HRL,0.021146823260401456
COST-PTC,0.021159794486409287
JNJ-HUM,0.02117025719275466
DOV-SCHW,0.021175365602192384
ROST-UHS,0.021187792616594335
CSGP-DOV,0.021197901012140256
ED-DOV,0.02119979933880795
AVY-MU,0.021202892514345338
USB-CPT,0.021211391504005365
ALL-VRTX,0.021212335938116007
URI-VRTX,0.02121927405959788
CSX-ROL,0.02122112983379945
EQIX-TER,0.021222059074660883
SBAC-NEE,0.021228452184042464
MTB-GL,0.02123253093707251
IDXX-TYL,0.021232904231612563
CDW-JBHT,0.021242638248620833
ABBV-VRTX,0.021255228570012795
ADSK-MNST,0.021261287805349246
MAR-VMC,0.02127612534889207
FICO-TKO,0.021277686136812093
DECK-TJX,0.02128874427614456
CMG-AFL,0.021292126044293407
TRV-ERIE,0.021293145894157765
MDLZ-IPG,0.021294742111469155
HLT-CB,0.021312025974006235
AEP-PAYX,0.021314115950680727
PTC-TYL,0.021375639696011015
TDG-KKR,0.021378896882877172
CL-ED,0.021398910992733076
CARR-VMC,0.02140036237045684
NOC-PTC,0.021404368566634704
TRMB-LNT,0.021406475583537053
ERIE-ANET,0.021416845782908762
LMT-ULTA,0.02141703428546476
XYL-DRI,0.02144286239273536
CMG-BLDR,0.021444643660568814
SBUX-ROST,0.021453094958578087
AKAM-MKTX,0.021471187298299138
VLO-VRTX,0.021499337519989628
HD-VRSK,0.021503480932970737
DUK-TSCO,0.02150992788199594
KHC-VRSN,0.021510403584226147
HLT-AFL,0.021512195486833693
SYY-HUM,0.021516619756846034
ORLY-PGR,0.021530973975531338
FTNT-BX,0.02153544707429331
BDX-O,0.021548133652461356
SRE-CHD,0.0215487794012709
AFL-PGR,0.021549555053795577
A-AWK,0.021549759903992688
TTD-FDS,0.021551822208981296
KDP-TER,0.02155449091840226
SYY-EBAY,0.021561188535791344
SBUX-WAT,0.02156245477673725
CEG-WRK,0.021572282760360852
AAPL-DECK,0.021573858461798115
EXPD-WST,0.02157529935862381
ABBV-TPL,0.021580770591163187
JCI-KR,0.021610820643970116
CHD-AIZ,0.02161936266713679
PNC-SPGI,0.02161999412113519
PEG-L,0.02162562791937771
BRO-IRM,0.021640541305044253
AJG-VRTX,0.02165411449344055
VICI-J,0.02166331069795376
HSY-HOLX,0.021666979028366593
ICE-LRCX,0.021672404193766454
VRSN-LNT,0.021673783475811385
BRO-WTW,0.02167586540263348
SYF-NWS,0.021676630097049166
JCI-VRTX,0.02167913231826082
NTRS-NI,0.021689020866408726
DUK-BR,0.02170620603347071
COR-TPL,0.021712461191514435
DLTR-TSN,0.021715671900926273
LHX-SPGI,0.021717373084362248
GOOG-CMI,0.021720449415769876
TYL-TXN,0.021723360360797583
MNST-UNP,0.0217248657044175
HD-MU,0.021733064825343172
HSIC-LKQ,0.021738487285553366
MOH-ADBE,0.02173962171656985
DLTR-ALB,0.02175045895908475
PRU-UDR,0.021754061472763507
ODFL-AMAT,0.021762446445598296
AAPL-AZO,0.02177564729245015
NDAQ-LRCX,0.021791870672217013
WEC-LH,0.021792110409777264
RMD-ODFL,0.021802398241248595
USB-AOS,0.021811643789382905
ZBH-CNC,0.021813161602795717
XEL-AMGN,0.021814625880830833
DUK-JKHY,0.021815571885707076
EFX-DGX,0.021819194938070975
UPS-EPAM,0.02182067636882859
SHW-XYL,0.02182129194708337
TTD-DVA,0.021823000610365458
EBAY-SCHW,0.021831239617803783
INVH-TMO,0.021837210888494663
CME-PNC,0.021846642008109075
OKE-PSA,0.021857535579678386
ODFL-DECK,0.021859789537894303
HUM-BALL,0.021873617361248186
WST-BBY,0.02187396208694845
YUM-NDSN,0.021894385932533508
AEE-ALLE,0.021899439916756278
NSC-MKC,0.021905112985902933
PSA-OMC,0.021909831873772982
STZ-COO,0.02191060548140394
MLM-TSCO,0.021919512073740717
DUK-APD,0.021946708151811035
TTD-YUM,0.02194731987755613
DUK-CBOE,0.02195803801508064
PTC-DRI,0.021975374436781683
CMG-TSCO,0.021977384698355244
CSGP-HON,0.02198049286576456
CSGP-EFX,0.021983036267130492
TXN-AMGN,0.02199041889646993
TYL-LDOS,0.021992069220190744
JPM-ORLY,0.022006441344993237
WM-VMC,0.0220124760303748
DUK-AOS,0.02201380282524385
MRNA-CRL,0.02202020649929478
HRL-CMCSA,0.0220271307678848
TEL-MNST,0.02204943628088088
MPWR-PANW,0.02204976320422709
DLTR-CMCSA,0.022055328444069665
NUE-TPL,0.022062180808798734
CTAS-AMP,0.02207005645890136
LMT-NSC,0.02207027170032094
GOOGL-VRSK,0.02207762538712466
APO-COR,0.0220886313658659
LH-CB,0.02209851193942796
ZTS-TMO,0.022106968076740088
MPWR-ADI,0.02211641950075873
IT-ADI,0.0221243658068942
EOG-GILD,0.022132024087310513
GWW-BRO,0.022139219638633204
CSX-XEL,0.022141662928436407
V-VMC,0.022158868500226907
HCA-AZO,0.02217242037686051
ROP-LNT,0.022175740499284738
TTWO-TDY,0.022198806602850243
PG-LYV,0.022202336150988725
BRK.B-SNA,0.022203954927181854
BAC-COIN,0.022233343505810133
AIZ-VRTX,0.02223910016722012
CPRT-VRSK,0.02224026360575919
AJG-CPRT,0.02224890670360947
YUM-BR,0.022260066677271553
BX-DE,0.02226995831504561
APD-ROL,0.02227349060428567
PNC-PNW,0.022278483474186227
EMR-EFX,0.02227981046086676
FTNT-LRCX,0.022291182494137952
CTAS-AMAT,0.022294781492803433
FDX-CHD,0.02229791498639198
ECL-LHX,0.022326011721613703
MDLZ-CINF,0.022326069949266843
NXPI-MLM,0.022327327955476223
WRB-TYL,0.022334476820823415
CPRT-STX,0.022339343113219324
CEG-GEV,0.022342988424640872
CCI-MKTX,0.02234315894106367
KEYS-DHR,0.022358017241157126
EIX-SJM,0.0223598985094786
EOG-CTSH,0.02237174381182351
EFX-WRB,0.022372311113453
ROP-GL,0.02238779537343566
TSCO-TYL,0.02239356184059145
AMT-RVTY,0.02239684937273375
AMT-RVTY,0.02239684937273375
ALL-GDDY,0.022397107327054293
PEG-EFX,0.02240851076710374
URI-DECK,0.022422179740995443
PPL-REG,0.022449425580886452
J-DE,0.02245105126703803
EFX-EXPD,0.022455502527838633
TSLA-CMI,0.022460626927806496
BDX-KMB,0.02246442503719792
GL-NEE,0.02246690894204082
CARR-SYK,0.022471940003037354
FFIV-DVA,0.02247204088613943
CSX-IEX,0.022475542456764426
DELL-KLAC,0.022484828279465265
AVY-TMO,0.022501118220155047
DPZ-SYK,0.02251856557423095
BRO-KKR,0.022527150827242458
MU-SNPS,0.02253498626665064
ON-ERIE,0.022537007694716563
HCA-FTNT,0.02254686719564648
IQV-HPQ,0.02255442822865475
SBUX-NSC,0.022557207383011934
MKC-JBHT,0.022558504937272367
MNST-ERIE,0.02257633358049674
TYL-GL,0.022581435641629267
TSLA-LDOS,0.02258304336329311
ALLE-AMGN,0.02258517243869891
SYY-ZBRA,0.022588843060391803
TSCO-PTC,0.022600881540003816
DPZ-ADBE,0.022603624698815054
MKC-ZBRA,0.022607704749686524
ACN-LOW,0.022624700277272723
EFX-WST,0.02262470884208413
ETN-ANET,0.02262493399913971
AMZN-DRI,0.022634496911279046
CHRW-AIZ,0.022643654234598486
EBAY-EFX,0.02265564662436828
ECL-DPZ,0.022688765195170074
EL-ALGN,0.022698695784276107
UPS-CCI,0.022701953761383616
SHW-TXN,0.022703816878252608
JNJ-DUK,0.02270775984676031
SBUX-CI,0.022709403549668446
SLB-BEN,0.02271554700506988
PLD-WAT,0.022718432416112263
BRK.B-QCOM,0.022719290324377594
SCHW-SYK,0.022726822580147618
CDW-TER,0.022732384740813575
MA-CRWD,0.02273477026383509
XYL-DPZ,0.022740767390298535
SYY-EVRG,0.022751351979770896
NOC-ADI,0.02275907124195043
KEYS-MTD,0.022767200998239073
NSC-TMO,0.022767636774818984
MLM-TYL,0.022776722762885178
PRU-ESS,0.02277994070344233
EMR-TYL,0.022784553121639694
VRSN-ALLE,0.0227886671984482
LMT-VLO,0.022788753691861192
TDY-PODD,0.02279620636036709
CTAS-RJF,0.022806967218633043
CPRT-VMC,0.02280821466618304
FDX-CPT,0.02281735922901091
FDS-HON,0.02282466511140518
AFL-VLO,0.022840106113797148
MPWR-DOV,0.022856280066160764
MTD-IEX,0.02286398368322141
CI-RMD,0.022871773309661354
LH-J,0.022875294986177755
MPWR-SCHW,0.022884204212179522
CARR-HPE,0.022909160425016055
ROP-PTC,0.022926083955409838
STX-BKNG,0.02294038910684788
A-JKHY,0.022946231450332085
SBUX-ES,0.022965494295079283
WST-LOW,0.022968902763841437
KDP-ACN,0.022980030631978253
GIS-EMN,0.022980459380178914
ALL-BRO,0.022981963105446306
JCI-SCHW,0.022986005076664463
PNC-MKC,0.022991970228239792
ED-STZ,0.0229999976838281
WM-ALL,0.023002359271255234
LII-ISRG,0.023005959971769716
AON-MU,0.023007620944858215
CARR-VLTO,0.023021619299165023
CBRE-STX,0.023030553872066612
ALGN-MDT,0.02305130897551072
VRSN-TYL,0.02305502392788887
XEL-A,0.02306149394565115
GOOG-WTW,0.02308002046697372
TSLA-MU,0.023080749313690377
VRSN-DOV,0.023086434880475952
VMC-LDOS,0.023091338616313864
MCO-NDAQ,0.023097978959068746
ICE-AIZ,0.023109448053998713
CMI-STX,0.023114689578191717
AEP-TDY,0.023115200336835656
PNR-TJX,0.02311932859596051
MTB-PKG,0.023127407246634046
ODFL-TMO,0.02312936784867193
ELV-MTD,0.023139101172649716
GD-EFX,0.023139605995948363
ABBV-VLO,0.023153174105452364
EIX-HSIC,0.023158228113222292
SO-GL,0.0231588800704202
MCO-CPRT,0.02315985536111562
WEC-DTE,0.02316514796577713
V-J,0.023169728949567477
ROP-TTD,0.023171705941768116
DLR-HON,0.023179204280143414
ED-HII,0.023179335251781154
LLY-AXON,0.023184407807562896
ETN-VRTX,0.023184829568814812
MA-SHW,0.023200860194636096
AON-DE,0.023209384450709882
VLO-GL,0.023223270786190863
AME-STE,0.02323462733885485
O-EMN,0.023238500762162988
ALGN-TECH,0.023244789916570318
HAS-CAG,0.02324618297407419
MCHP-LH,0.023246534199929267
NUE-IT,0.023252787306415366
CTSH-KMX,0.023258164135148474
TER-ADP,0.023263896487415905
MNST-ROL,0.023264774800124257
VTR-WDC,0.023274907247487393
LHX-TMO,0.023297514404519992
PNC-GM,0.023307716598269922
HSY-QCOM,0.023309647914666658
DRI-AIZ,0.023321510888431842
RMD-POOL,0.02333599497061921
ICE-STX,0.023341086954312397
PAYX-DHI,0.023342195878732194
MTB-AMGN,0.02335732175963491
TDG-JBL,0.023364667307480897
RSG-NDAQ,0.02336646452989388
LH-PKG,0.02336652482200878
CDNS-ERIE,0.023375164773934497
AME-DRI,0.023382545307420514
TGT-EW,0.023384062113850895
K-CHRW,0.02338723528646976
CCI-CZR,0.02339926188900507
ROP-VRSK,0.02340112988330422
ROST-XEL,0.023401807176986828
EMR-MNST,0.023403628598049172
ROK-TYL,0.023406081902389176
BRK.B-STLD,0.023408764051704795
SO-ANET,0.023412828276470517
AMZN-ADI,0.023429638354079824
COO-NEE,0.02343895074971306
MKC-DPZ,0.02345148892690446
FDX-ROK,0.023459069536170572
XEL-ACN,0.02346697194847385
MMC-NVR,0.023476301580529487
PLD-BBY,0.02348414176684209
BIIB-HAS,0.02350638249904414
ROP-QCOM,0.02350890732729101
FICO-STLD,0.02351130857891213
ABBV-AON,0.023515550344545968
AON-SYK,0.023517656277069754
DLTR-AMGN,0.023527594476330228
PNC-ALL,0.023529475600785874
ROP-STE,0.023533483414752924
ACGL-SNA,0.023576619991942167
CEG-L,0.023587089416329036
FDS-GL,0.023591672439772865
STX-ROL,0.023594273846755075
PAYX-DE,0.023595251789858007
EXR-JKHY,0.02360026226456172
PGR-MU,0.023602977872398165
WDAY-IEX,0.02361027252190103
ZBH-ALGN,0.023612786446753676
USB-DTE,0.023617989973375064
O-HAS,0.02362414564976647
MSFT-WM,0.02362622223720563
TXN-NEE,0.023626229901017422
ORCL-CTAS,0.023628770953153213
TMO-HON,0.02362989449198677
DXCM-AKAM,0.023644962273440737
VRSK-J,0.02366002062279983
INTU-NOW,0.023664284635410343
ROP-LOW,0.02367061857558867
IT-MU,0.023673778073177956
STX-SYK,0.023679750161390366
GPC-LKQ,0.023708319791874176
AON-VMC,0.02371182451422328
AMZN-SYK,0.023721498615459295
OKE-STX,0.023723719021126105
XEL-MTD,0.02372483260786966
WDAY-WTW,0.023726603060676622
FAST-ROL,0.02373208993580798
MSCI-QCOM,0.02374534819553451
ULTA-WAT,0.023747058710851116
CARR-SPGI,0.02375002184260735
ICE-SCHW,0.02375462854089825
PCAR-DHI,0.023755367886284576
TDY-ERIE,0.023757481009657792
TER-RVTY,0.023765470894007358
TER-RVTY,0.023765470894007358
AVY-POOL,0.023766465918400488
URI-ANET,0.023768080169988857
CSX-DTE,0.02377092822622314
ROST-NDSN,0.02377200378393751
IQV-STE,0.023772689014045313
ADSK-SCHW,0.023778518584649605
TSCO-TPL,0.023779133495541865
ROK-EA,0.023779242316585188
WDAY-ADBE,0.02378015986782009
ROL-DE,0.02378755590519773
WRB-ADI,0.023793716678080553
DHI-APH,0.023794477400799884
QCOM-NEE,0.023801274902305297
DRI-GL,0.02381246857295718
TGT-WAT,0.023823700161876408
ITW-CSX,0.023843424322329203
NTRS-SBAC,0.023847977551056873
AMT-ALGN,0.02385523196966889
SHW-MTD,0.023859371468729636
TGT-TROW,0.023859748655705438
JPM-ICE,0.02386465246131087
DXCM-RVTY,0.02389286364735378
DXCM-RVTY,0.02389286364735378
NOC-AON,0.02392097248015097
WM-STX,0.023927223735663087
CI-LH,0.023928012815560902
ZTS-VTRS,0.023932197053903804
IR-ADI,0.023938612026254587
INCY-SWKS,0.023944254327276995
YUM-PKG,0.02394983028819313
STZ-PNW,0.02397214570381206
CME-CINF,0.02397334500922516
RMD-SYY,0.023973896149089936
BBY-TXN,0.023974812612491396
SBUX-JBHT,0.023992727181240837
PSA-EXPE,0.024007505763756477
SBAC-ES,0.024010996570067125
DUK-FAST,0.024013496763992663
PG-KEYS,0.024019249523004327
PG-PNC,0.024025979120631126
HCA-VRSK,0.024027717360292914
APD-TRMB,0.02403354395941947
SRE-CPAY,0.024043232410589508
WM-AMAT,0.024052285516932097
ITW-YUM,0.02405653494527992
MDLZ-NEE,0.024060782015847212
GOOG-WM,0.024068169644058435
GOOGL-J,0.02407222843814858
AON-DHI,0.02409657081849289
DAL-INCY,0.02409760550658756
TSLA-TPL,0.02410284106612026
CPRT-TSCO,0.024109762388950445
IDXX-NEE,0.024110182370545494
REGN-WAT,0.02411213213126257
EW-MCHP,0.0241183579095983
SBAC-COO,0.024120248318012558
CTRA-SJM,0.024124230974721116
VRSN-EVRG,0.024124308513024315
MDLZ-SCHW,0.024127076348836193
AMZN-SCHW,0.02414626995664812
APTV-SWKS,0.0241662433800972
AVGO-WELL,0.02416734090345261
WDAY-FDS,0.024178140507067084
EMR-YUM,0.024179844059610444
MSFT-VRTX,0.024195616018519252
SO-L,0.024199114217315833
SNA-GL,0.02420655383522314
XYL-EFX,0.02422106359826896
ROST-EBAY,0.024223975941604272
EBAY-DRI,0.024225539050945162
OKE-AMGN,0.024227504718849432
SBUX-PSA,0.024232132204194
VRSK-DRI,0.02423455003332536
KR-RJF,0.02423638508555581
LH-FDS,0.024251857991398687
PG-GL,0.024285626067309555
MNST-EBAY,0.024289681648255672
STX-AIZ,0.024291669088893318
WTW-DECK,0.024294807704921817
GOOGL-TSCO,0.02431404546666569
TER-TMO,0.024318348341211396
CMG-WTW,0.024323629821283648
AKAM-EPAM,0.024324287806786568
INVH-ACN,0.024324497641047233
KDP-YUM,0.024328175024854962
AMZN-EBAY,0.024338393872794337
EOG-HSIC,0.024361252259638245
XYL-BR,0.024376054702468335
ABBV-LRCX,0.024381298355130927
PNC-CB,0.024384100415628253
MTB-UHS,0.024385801909616436
FDX-NEE,0.024393332934745694
MTD-INVH,0.02440031962387408
PWR-FICO,0.02441439316369102
CI-CDW,0.02441900282334026
MA-LDOS,0.024422471658186336
CTAS-VRTX,0.024424642841775427
PNC-MAA,0.02443079092711896
CME-ADSK,0.02443905445976975
PNW-HSIC,0.024442554005268836
LH-DVA,0.02444818938136056
WRB-TKO,0.02445136712620586
WRB-QCOM,0.024457111138677087
YUM-CDW,0.024461565516991884
TSLA-DVA,0.024461653209834035
ORLY-DECK,0.024465043341082095
NOC-FDS,0.024469536517621338
RMD-BLK,0.024469587655138427
PNC-VRTX,0.02447497496752957
BBY-KMX,0.02448854135636649
REGN-MNST,0.024493899842485255
DGX-ALLE,0.024495914711874102
STX-ADP,0.024503900258388802
ADSK-WEC,0.02451211170485173
PLD-CRL,0.024552069500120684
TDG-BSX,0.02455554928609069
CARR-ISRG,0.02456825973517512
CTSH-DAL,0.024585571202217774
ULTA-LNT,0.024597760196570357
MSFT-CBRE,0.02459947522006002
VMC-STLD,0.02460196064997238
CARR-NWS,0.024607435735823736
EMN-CMCSA,0.024615999688394542
SNA-UHS,0.024627017003331645
HD-TTWO,0.02462820078203943
SPGI-CRWD,0.02463182187806914
FANG-PFG,0.024648472310964953
DXCM-CRL,0.024662876604855298
NDAQ-STX,0.024666609038450388
ACGL-LRCX,0.024667803083376346
NVR-QCOM,0.024671908512398682
AMZN-TJX,0.024681925650251738
PNC-TRMB,0.02468787540767625
ROL-LII,0.024688731020107244
EXR-LH,0.02470128747995167
DHI-BR,0.02470710906971346
ES-PAYC,0.024717837660615
HUM-HOLX,0.02472997372024281
PG-TSCO,0.024732071981951872
FDX-JKHY,0.024739323453023994
VRSK-MPWR,0.02475511583549851
AEP-RVTY,0.024758639038279046
AEP-RVTY,0.024758639038279046
WRB-SPGI,0.024762046034043486
ED-VMC,0.02476485803197348
CI-WTW,0.024766799322679802
AEP-CHD,0.024768780229501797
AIZ-AMAT,0.024774505174690795
ALGN-KMX,0.02479213100601762
YUM-HON,0.024792491805862134
MTD-ADBE,0.024797867332750162
DLTR-NDSN,0.0248443511894834
O-TSN,0.02485095414887496
DLTR-COO,0.024856329854223366
CEG-ORLY,0.024867210448034614
A-ZBRA,0.0248683765994784
LH-PODD,0.024875958597782688
VMC-PGR,0.02488783023705356
BR-WRB,0.024895624596131302
TSLA-MA,0.024909338646741733
EW-DPZ,0.024912953061375375
USB-FRT,0.024916709492813414
CARR-SPG,0.024931988171786185
CPRT-MLM,0.02494462744960904
EBAY-TDY,0.024968802989542013
HLT-URI,0.024975847497098667
TSCO-BX,0.024977707066672718
PLD-LHX,0.02498011446741725
ZBH-HSIC,0.02499302634827146
EFX-IEX,0.02499337803890786
NSC-TTD,0.0250023549780625
CTSH-PPG,0.025010955178185065
SBUX-MCHP,0.025012286329768433
MSCI-DOV,0.025038182533245728
AVB-SJM,0.025045941908497685
PTC-SNPS,0.025047443903363154
BRK.B-AMAT,0.025048756623596572
WEC-ALLE,0.02507538919446616
UDR-KMX,0.025076209760128077
ROST-WTW,0.02509884008781582
BR-AIZ,0.025103409045830832
PCAR-DGX,0.02511336494995993
ICE-GLW,0.025118614582783142
LOW-VRTX,0.025124977472652823
JNJ-A,0.025135432215722245
DELL-CBOE,0.025151002248631493
MO-DAL,0.025162731812002122
CSX-AEP,0.025165441556607274
GD-PNC,0.025165875358399398
WAT-CB,0.02517597500015569
NDAQ-GLW,0.025177765074673245
A-TECH,0.025184228398195244
GIS-PPG,0.02518552914105519
EMR-ALL,0.025187534011688915
WTW-CMS,0.025187721922878995
PODD-CHRW,0.0251994657827065
CHTR-CLX,0.025232727019422273
MDLZ-WST,0.025268896530315183
BMY-LKQ,0.025284599660552645
GPC-HSIC,0.025307972509577413
COR-KKR,0.02530962223338766
EBAY-QCOM,0.02531772686113024
PNC-ADP,0.02532018833536061
KMB-ZBH,0.02532685054771461
TSLA-ADI,0.025328564460167798
ROP-DOV,0.025334060700368703
TROW-CLX,0.025347202914115415
STX-HUBB,0.025349300093652518
SYY-DHR,0.025350242753207845
BRK.B-CMG,0.025351149295338434
NSC-QCOM,0.02536791893103471
KMB-ED,0.025377578192918505
KMB-SJM,0.02538458931861902
PNR-COF,0.025386180404267555
FTNT-FAST,0.025392775648485973
AVB-EIX,0.02539522349138847
DLR-CHD,0.02539721318577183
GOOGL-EXPD,0.025398226049126903
CMI-VRTX,0.025404927220991764
SBUX-DUK,0.02542331600070843
STE-ERIE,0.02542658386738827
ROST-RMD,0.02542729939035708
AON-ERIE,0.02544560067365546
ES-MKTX,0.025457788809813354
SO-VRSK,0.025472277497894515
AMGN-ANET,0.025473787314284728
WDAY-TTWO,0.025515774415360563
SHW-ADP,0.02551883399636391
MCHP-LNT,0.025530442737928538
GOOGL-VRTX,0.025539759656735543
DGX-SYK,0.025540278930114027
META-UBER,0.0255562716993376
ADSK-AMGN,0.025560973155048204
PNC-TRV,0.025563990299006814
BRO-PANW,0.025580577036145438
ROST-ROL,0.025580905093565143
FDX-PFG,0.025582294961656704
AZO-KLAC,0.02560235395875489
DUK-EXR,0.025604494192730455
IPG-LKQ,0.025607948756350463
POOL-CRL,0.025618554283261354
SRE-EXR,0.025628079066511423
KDP-EXPD,0.025632617188797606
PLD-ADSK,0.02564173057728553
RSG-GWW,0.02567799326958367
BSX-ANET,0.025692428718852828
LLY-TPL,0.02569767433976894
AEP-RMD,0.02570200130283901
TTWO-NTRS,0.025702430427185945
PG-EBAY,0.025719016562490954
MCO-DRI,0.02572268211548239
RMD-VRSN,0.025722913067974015
VMC-LRCX,0.025727800488321052
ADSK-CHD,0.025734014886156176
MCK-RJF,0.02573667638252359
BBY-AVY,0.02573847891251599
CTAS-TKO,0.02574179540696158
PRU-STT,0.02574428740758669
MLM-BX,0.025745046074401645
STE-ADI,0.02577957662741269
NOC-LHX,0.025784441569018678
ZBH-LUV,0.0257855419368487
WTW-RVTY,0.025796036855679706
WTW-RVTY,0.025796036855679706
TSLA-EFX,0.025805081873088623
PNW-HON,0.02581057307951348
PLD-HSY,0.02581217330123928
NVR-PKG,0.025813738219830386
ROP-YUM,0.02581966863114031
ZBRA-TMO,0.025820327551102085
FAST-CBRE,0.02582872393145078
TSLA-MNST,0.025860056685872112
EXR-DTE,0.025867938891476445
IR-CB,0.025868628260815405
REGN-UNP,0.02587649938422115
EXR-ACN,0.025881067904153652
MLM-DE,0.02588197007267945
MCO-QCOM,0.025882519327577257
LIN-AXP,0.02590461254409806
AAPL-SCHW,0.025906156826091358
WAT-BLK,0.02590788549051425
GOOGL-COST,0.025913115410959826
TPL-TJX,0.025928388208781232
HSY-DXCM,0.02595946833432487
SHW-PAYX,0.025961697599253656
CSX-AWK,0.02597103430474343
VRSN-SPGI,0.025975179760199134
ULTA-HOLX,0.026012928689217375
GOOG-PKG,0.02602336859419647
VICI-ODFL,0.02603843022177013
PNC-NSC,0.026054842984596996
ROK-TMO,0.026059112645390434
ZBH-COO,0.02606484935667207
PG-A,0.026069523819137734
DGX-QCOM,0.026079484882020037
RSG-KKR,0.02608189413798773
SWKS-NKE,0.0260929050670551
MTD-AIZ,0.026099600777917946
PH-COR,0.02610222937988631
